owner_acronym,effective_year,sum_yearly_value
csc,2015,385266.00
csc,2016,802466.00
csc,2017,123396.42
csc,2018,71421.42
csc,2019,15750.00
dfo,2010,1518805.53
dfo,2011,4937633.05
dfo,2012,5194131.95
dfo,2013,3227965.81
dfo,2014,6192817.30
dfo,2015,5459826.39
dfo,2016,1288030.66
dfo,2017,2328090.41
dfo,2018,12060.30
dnd,2010,17943241.30
dnd,2011,58107261.66
dnd,2012,33000163.31
dnd,2013,25628095.03
dnd,2014,11816168.66
dnd,2015,7258306.02
dnd,2016,11736813.18
dnd,2017,10504601.34
dnd,2018,56682.70
pc,2010,14957.33
tc,2013,257950.00
tc,2014,87150.00
tc,2015,25200.00
tc,2016,25200.00
tc,2018,7875.00
tc,2019,7875.00
